city,type,squareMeters,rooms,floor,floorCount,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price,building_age,nearset_poi_distance,poi_sum_distance,rooms_per_m2
warszawa,unknown,36.56,2.0,3.0,10.0,52.20479,20.96714,3.89,23.0,0.107,0.859,0.495,0.436,0.238,1.115,0.202,False,False,False,False,True,698255,29.0,0.107,2.3369999999999997,0.05470459518599562
warszawa,apartmentBuilding,100.0,4.0,6.0,6.0,52.1799062,20.9478161,6.9,8.0,0.627,2.796,0.377,0.237,0.114,4.026,0.036,True,True,True,False,False,1828000,29.0,0.036,4.186999999999999,0.04
warszawa,blockOfFlats,44.54,3.0,3.0,3.0,52.244,21.0032,1.37,37.0,0.329,0.368,0.143,0.178,0.089,0.375,0.032,False,True,False,False,True,1050000,65.0,0.032,1.139,0.0673551863493489
warszawa,unknown,46.0,3.0,8.0,10.0,52.21825,21.04563,3.23,7.0,0.079,1.761,1.331,0.052,0.475,1.352,0.882,False,True,False,False,True,849000,29.0,0.052,4.58,0.06521739130434782
warszawa,tenement,55.21,2.0,3.0,3.0,52.208937,21.043797,3.73,17.0,0.29,0.782,0.654,0.066,0.25,1.934,0.273,False,False,False,False,False,990000,29.0,0.066,2.315,0.03622532149972831
warszawa,tenement,38.2,2.0,1.0,5.0,52.19879,21.01597,3.76,30.0,0.151,0.151,0.305,0.103,0.252,1.018,0.273,False,False,False,False,True,695000,69.0,0.103,1.2349999999999999,0.05235602094240837
warszawa,apartmentBuilding,110.0,4.0,3.0,2.0,52.28803403,20.97498608,6.56,7.0,0.123,1.207,0.55,0.411,0.376,1.432,0.425,True,False,True,False,False,2123000,15.0,0.123,3.0919999999999996,0.03636363636363636
warszawa,blockOfFlats,26.58,1.0,2.0,6.0,52.22226,20.93792,4.59,27.0,0.244,0.125,0.201,0.07,0.134,0.639,0.148,False,True,True,True,False,569000,8.0,0.07,0.9220000000000002,0.03762227238525207
warszawa,tenement,52.0,3.0,2.0,4.0,52.204167,21.014722,3.16,34.0,0.138,0.167,0.032,0.05,0.151,0.423,0.167,True,False,False,False,True,947000,61.0,0.032,0.7050000000000001,0.057692307692307696
warszawa,blockOfFlats,70.0,3.0,2.0,4.0,52.2893,21.04539,7.01,23.0,0.257,0.192,0.348,0.07,0.228,1.89,0.228,True,True,False,False,False,929000,23.0,0.07,1.323,0.04285714285714286
warszawa,tenement,30.0,1.0,3.0,6.0,52.2136722,21.0248749,2.48,19.0,0.145,0.544,0.09,0.411,0.226,0.904,0.228,False,False,True,True,False,840000,112.0,0.09,1.644,0.03333333333333333
warszawa,unknown,76.4,3.0,3.0,8.0,52.22088,21.08899,5.94,11.0,0.484,0.781,0.741,0.313,0.078,1.693,0.148,False,True,False,False,False,995000,23.0,0.078,2.5450000000000004,0.03926701570680628
warszawa,tenement,56.61,3.0,4.0,4.0,52.2270167,21.0041061,0.52,70.0,0.249,0.159,0.192,0.27,0.073,0.395,0.039,False,False,False,False,True,1449000,94.0,0.039,0.9820000000000001,0.052994170641229466
warszawa,apartmentBuilding,51.0,3.0,4.0,5.0,52.19592,21.01403,4.04,32.0,0.398,0.399,0.234,0.173,0.039,0.836,0.166,True,True,True,False,False,910000,0.0,0.039,1.409,0.058823529411764705
warszawa,apartmentBuilding,61.3,3.0,3.0,3.0,52.1604807,21.07429333,9.27,28.0,0.477,1.37,0.255,0.438,0.033,1.836,0.111,True,True,True,False,False,1299000,9.0,0.033,2.684,0.048939641109298535
warszawa,tenement,88.65,3.0,4.0,4.0,52.2555457,21.0343393,3.38,41.0,0.22,0.656,0.18,0.291,0.096,0.251,0.031,False,True,False,False,True,1111000,109.0,0.031,1.474,0.0338409475465313
warszawa,blockOfFlats,45.0,3.0,3.0,3.0,52.24692,21.09165,6.23,23.0,0.157,0.496,0.336,0.178,0.096,0.731,0.18,False,False,False,False,True,599000,60.0,0.096,1.443,0.06666666666666667
warszawa,apartmentBuilding,67.14,3.0,3.0,3.0,52.24783715,20.92072525,5.92,15.0,0.487,0.263,0.45,0.236,0.232,1.351,0.287,False,False,True,False,False,990000,18.0,0.232,1.9549999999999998,0.044682752457551385
warszawa,apartmentBuilding,73.3,4.0,4.0,6.0,52.1825332,21.0570775,6.57,17.0,0.229,0.934,0.498,0.068,0.495,3.584,0.119,False,False,True,False,False,1597000,11.0,0.068,2.343,0.054570259208731244
warszawa,unknown,82.77,4.0,8.0,8.0,52.22173,20.95571,3.44,3.0,0.653,0.524,0.596,0.318,0.302,0.85,0.521,False,True,True,False,False,1499000,4.0,0.302,2.914,0.048326688413676454
warszawa,blockOfFlats,60.0,3.0,3.0,8.0,52.22621085,21.08927077,5.87,21.0,0.174,0.359,0.152,0.096,0.176,1.426,0.261,False,True,True,False,True,820000,44.0,0.096,1.218,0.05
warszawa,apartmentBuilding,33.76,1.0,2.0,8.0,52.2479692,21.0448831,3.34,14.0,0.248,0.859,0.327,0.684,0.331,0.317,0.265,False,False,True,False,False,607680,4.0,0.248,2.714,0.02962085308056872
warszawa,blockOfFlats,45.88,2.0,12.0,12.0,52.1554315,21.0349219,8.75,31.0,0.238,0.293,0.111,0.19,0.135,1.184,0.044,True,True,True,False,False,999000,15.0,0.044,1.011,0.043591979075850044
warszawa,blockOfFlats,47.0,3.0,4.0,10.0,52.23758505,21.14944944,9.96,12.0,0.312,2.579,0.193,0.053,0.069,2.733,0.115,False,True,True,False,True,700000,53.0,0.053,3.321,0.06382978723404255
warszawa,apartmentBuilding,68.4,3.0,3.0,5.0,52.2601243,20.9686396,3.95,35.0,0.244,0.021,0.274,0.013,0.155,0.557,0.413,True,False,True,False,False,1570000,6.0,0.013,1.12,0.043859649122807015
warszawa,blockOfFlats,46.0,3.0,9.0,10.0,52.20875,20.99971,2.57,11.0,0.162,0.571,0.254,0.301,0.379,0.351,0.137,False,False,True,False,True,920000,54.0,0.137,1.804,0.06521739130434782
warszawa,tenement,33.13,1.0,3.0,4.0,52.25141,21.08236,5.8,15.0,0.21,0.662,0.63,0.118,0.217,0.604,0.15,False,False,False,False,True,510000,70.0,0.118,1.987,0.030184123151222455
warszawa,blockOfFlats,46.0,3.0,8.0,10.0,52.2114554,21.0474763,3.74,10.0,0.065,1.069,0.606,0.299,0.063,2.064,0.453,False,True,True,False,True,849000,56.0,0.063,2.5549999999999997,0.06521739130434782
warszawa,blockOfFlats,41.16,2.0,2.0,4.0,52.237288,21.070919,4.63,5.0,0.568,0.899,0.484,0.396,0.497,0.559,0.475,False,True,True,False,False,800000,1.0,0.396,3.319,0.04859086491739553
warszawa,blockOfFlats,35.0,1.0,1.0,2.0,52.20256727,21.00492313,3.24,20.0,0.57,0.151,0.556,0.184,0.037,0.483,0.29,True,False,False,True,True,820000,77.0,0.037,1.788,0.02857142857142857
warszawa,blockOfFlats,41.4,2.0,5.0,10.0,52.28624135,20.93588723,7.61,21.0,0.3,0.762,0.158,0.077,0.444,1.023,0.176,False,True,True,True,False,720000,47.0,0.077,1.9169999999999998,0.04830917874396135
warszawa,blockOfFlats,38.8,2.0,7.0,15.0,52.23728713,20.99445391,0.88,80.0,0.251,0.086,0.484,0.058,0.115,0.51,0.067,True,True,True,True,False,832000,54.0,0.058,1.061,0.051546391752577324
warszawa,unknown,26.7,2.0,15.0,15.0,52.23682,20.99934,0.64,66.0,0.11,0.232,0.563,0.067,0.064,0.654,0.246,False,False,True,True,False,660000,52.0,0.064,1.282,0.0749063670411985
warszawa,apartmentBuilding,124.7,5.0,2.0,2.0,52.14924612,21.01952237,9.23,11.0,0.364,0.266,0.561,0.095,0.619,1.496,0.254,False,True,False,True,False,1645000,23.0,0.095,2.159,0.040096230954290296
warszawa,unknown,63.42,4.0,3.0,6.0,52.1996,20.88172,9.04,9.0,0.535,2.446,0.887,0.448,0.373,4.973,0.319,False,True,True,True,False,947600,1.0,0.319,5.008000000000001,0.06307158625039419
warszawa,tenement,150.0,6.0,4.0,4.0,52.24485315,21.01822638,1.77,40.0,0.03,0.938,0.422,0.102,0.222,0.031,0.144,False,False,False,True,True,2298000,71.0,0.03,1.8579999999999999,0.04
warszawa,unknown,42.2,2.0,1.0,10.0,52.18305214,21.00898467,5.42,20.0,0.086,0.334,0.256,0.28,0.219,1.089,0.427,False,True,True,True,False,760000,23.0,0.086,1.602,0.04739336492890995
warszawa,tenement,40.0,2.0,2.0,5.0,52.2261718,21.0113362,0.81,116.0,0.257,0.052,0.21,0.319,0.069,0.109,0.049,False,False,False,True,False,1055000,103.0,0.049,0.9560000000000001,0.05
warszawa,blockOfFlats,54.8,2.0,5.0,7.0,52.19270947,20.9878954,4.47,17.0,0.581,0.382,0.367,0.099,0.211,1.055,0.337,False,True,True,True,False,1200000,18.0,0.099,1.977,0.03649635036496351
warszawa,blockOfFlats,53.5,2.0,4.0,7.0,52.26266054,20.97749906,3.87,28.0,0.219,0.042,0.062,0.162,0.202,0.117,0.176,False,True,True,True,True,1115000,62.0,0.042,0.863,0.037383177570093455
warszawa,tenement,79.0,3.0,2.0,5.0,52.2261718,21.0113362,0.81,116.0,0.257,0.052,0.21,0.319,0.069,0.109,0.049,False,True,True,True,False,2375000,103.0,0.049,0.9560000000000001,0.0379746835443038
warszawa,blockOfFlats,68.05,3.0,4.0,5.0,52.17841,21.04359,6.52,10.0,0.389,0.402,0.909,0.126,0.06,3.144,0.491,False,True,True,True,False,1700000,4.0,0.06,2.3770000000000002,0.0440852314474651
warszawa,blockOfFlats,62.9,3.0,12.0,12.0,52.15227,21.04333,9.24,19.0,0.2,0.283,0.246,0.316,0.287,0.69,0.236,False,True,True,True,False,945000,42.0,0.2,1.5679999999999998,0.04769475357710652
warszawa,tenement,74.9,3.0,3.0,4.0,52.2256,21.01978,1.3,80.0,0.144,0.351,0.411,0.128,0.028,0.504,0.273,False,True,False,True,False,1999000,86.0,0.028,1.335,0.04005340453938584
warszawa,blockOfFlats,86.87,4.0,1.0,3.0,52.15707869,21.02437538,8.42,24.0,0.085,0.486,0.389,0.136,0.269,1.706,0.239,True,True,False,True,False,1430000,46.0,0.085,1.604,0.046045815586508575
warszawa,blockOfFlats,47.5,2.0,3.0,4.0,52.27377,20.9427,6.25,34.0,0.295,0.424,0.349,0.142,0.337,0.45,0.149,False,True,False,True,False,885000,49.0,0.142,1.696,0.042105263157894736
warszawa,blockOfFlats,63.14,3.0,1.0,4.0,52.32037,20.96435,10.21,19.0,0.196,0.438,0.655,0.144,0.252,1.064,0.155,False,True,True,True,False,1034000,7.0,0.144,1.84,0.04751346214760849
warszawa,unknown,50.0,3.0,3.0,4.0,52.273508,21.058424,5.96,13.0,0.196,1.166,0.646,0.072,0.132,0.17,0.236,True,True,False,True,False,748000,44.0,0.072,2.4480000000000004,0.06
warszawa,blockOfFlats,38.0,2.0,2.0,3.0,52.24765705,20.99071765,1.98,56.0,0.126,0.34,0.251,0.23,0.182,0.256,0.114,False,True,False,True,False,799000,59.0,0.114,1.243,0.05263157894736842
warszawa,apartmentBuilding,40.43,2.0,14.0,14.0,52.28972,20.90521,9.3,0.0,1.677,2.371,1.903,1.484,0.66,2.711,1.521,False,False,True,True,False,770000,3.0,0.66,9.616,0.04946821667078902
warszawa,blockOfFlats,42.5,2.0,3.0,4.0,52.1820173,21.0474309,6.28,11.0,0.162,0.434,0.43,0.282,0.265,3.212,0.366,False,False,False,True,True,649000,51.0,0.162,1.939,0.047058823529411764
warszawa,blockOfFlats,44.2,2.0,5.0,7.0,52.18318219,20.86904747,10.64,3.0,0.986,3.963,1.294,0.182,0.054,3.933,1.285,False,True,True,True,False,584000,23.0,0.054,7.764000000000001,0.04524886877828054
warszawa,unknown,48.85,3.0,2.0,12.0,52.22704961,20.91406722,6.12,19.0,0.143,0.347,0.133,0.12,0.575,2.107,0.116,False,True,True,True,False,919000,49.0,0.116,1.4340000000000002,0.06141248720573183
warszawa,unknown,36.94,2.0,3.0,3.0,52.22827,21.05998,3.86,27.0,0.2,0.514,0.384,0.328,0.275,0.562,0.278,False,False,False,True,False,699000,63.0,0.2,1.979,0.05414185165132648
warszawa,unknown,62.3,3.0,8.0,12.0,52.22622,21.09636,6.35,18.0,0.125,0.168,0.433,0.081,0.238,1.712,0.248,False,True,True,True,False,930000,44.0,0.081,1.293,0.048154093097913325
warszawa,unknown,28.0,1.0,1.0,4.0,52.2604,21.02994,3.66,40.0,0.178,0.238,0.101,0.225,0.107,0.156,0.125,False,False,False,True,False,580000,64.0,0.101,0.974,0.03571428571428571
warszawa,tenement,45.13,2.0,3.0,3.0,52.24004,20.99819,1.0,58.0,0.116,0.321,0.505,0.04,0.116,0.328,0.135,False,False,False,True,False,839000,74.0,0.04,1.233,0.044316419233325945
warszawa,apartmentBuilding,48.0,3.0,7.0,16.0,52.2360195060834,20.9926981288622,0.88,90.0,0.217,0.11,0.371,0.096,0.105,0.662,0.085,True,False,True,True,True,899000,54.0,0.085,0.9839999999999999,0.0625
warszawa,apartmentBuilding,55.7,2.0,1.0,6.0,52.17291,20.99702,6.55,30.0,0.249,0.133,0.312,0.391,0.133,2.19,0.252,False,False,True,False,False,1148000,6.0,0.133,1.47,0.03590664272890485
warszawa,blockOfFlats,79.0,3.0,9.0,10.0,52.18634,21.01428,5.1,13.0,0.374,0.462,0.56,0.433,0.108,0.991,0.263,False,True,True,False,True,1380000,36.0,0.108,2.2,0.0379746835443038
warszawa,blockOfFlats,48.8,2.0,3.0,4.0,52.2102,21.06069,4.57,14.0,0.673,1.405,0.627,0.132,0.263,2.166,0.168,False,True,True,True,True,780000,22.0,0.132,3.2680000000000002,0.04098360655737705
warszawa,apartmentBuilding,57.47,2.0,1.0,3.0,52.18633,21.02347,5.23,19.0,0.379,0.427,0.124,0.16,0.119,1.52,0.28,True,True,True,False,False,1729847,0.0,0.119,1.489,0.034800765616843574
warszawa,tenement,68.92,3.0,2.0,4.0,52.2085,21.0268,3.03,24.0,0.37,0.696,0.441,0.293,0.185,0.775,0.3,True,True,True,False,True,1850000,86.0,0.185,2.2849999999999997,0.04352872896111434
warszawa,apartmentBuilding,68.04,3.0,2.0,5.0,52.26030605,20.95953797,4.37,20.0,0.249,0.377,0.289,0.035,0.006,1.134,0.153,True,True,True,False,False,1595000,10.0,0.006,1.109,0.04409171075837742
warszawa,unknown,50.2,2.0,1.0,5.0,52.21756,20.97403,2.55,24.0,0.228,0.583,0.443,0.133,0.16,0.583,0.164,False,True,False,False,False,940000,17.0,0.133,1.7109999999999999,0.0398406374501992
warszawa,blockOfFlats,62.0,3.0,8.0,11.0,52.23022,20.9014,6.96,16.0,0.153,0.889,0.072,0.122,0.033,3.003,0.104,False,True,True,False,True,989000,43.0,0.033,1.3730000000000002,0.04838709677419355
warszawa,blockOfFlats,54.54,2.0,4.0,4.0,52.2467948,20.94699188,4.2,26.0,0.165,0.419,0.447,0.055,0.086,0.467,0.062,False,False,False,False,True,789000,69.0,0.055,1.234,0.036670333700036674
warszawa,blockOfFlats,51.6,3.0,1.0,9.0,52.23239,21.01431,0.74,120.0,0.096,0.202,0.327,0.174,0.017,0.098,0.098,False,True,True,False,False,1170000,59.0,0.017,0.9139999999999999,0.05813953488372093
warszawa,blockOfFlats,41.5,2.0,8.0,11.0,52.2273298,20.9095366,6.42,14.0,0.285,0.488,0.11,0.16,0.522,2.417,0.198,False,True,True,False,False,659000,47.0,0.11,1.763,0.04819277108433735
warszawa,blockOfFlats,51.66,2.0,3.0,4.0,52.16554745,21.07986253,9.01,30.0,0.539,1.87,0.209,0.114,0.232,2.49,0.088,True,True,True,False,False,1175265,8.0,0.088,3.0520000000000005,0.03871467286101433
warszawa,blockOfFlats,88.8,4.0,1.0,2.0,52.315174,20.96561413,9.63,16.0,0.392,0.794,0.152,0.383,0.169,0.876,0.08,True,True,False,False,True,1600000,33.0,0.08,1.97,0.04504504504504505
warszawa,apartmentBuilding,47.55,2.0,1.0,6.0,52.2580799,21.03989966,3.84,43.0,0.424,0.386,0.187,0.329,0.191,0.476,0.07,True,False,True,True,False,699000,28.0,0.07,1.5870000000000002,0.04206098843322818
warszawa,blockOfFlats,55.8,3.0,10.0,10.0,52.27373095,20.93839532,6.44,31.0,0.094,0.214,0.088,0.207,0.106,0.406,0.094,False,True,True,True,True,940000,52.0,0.088,0.8029999999999999,0.053763440860215055
warszawa,unknown,46.4,2.0,3.0,10.0,52.2823819,21.0653678,7.03,4.0,0.498,0.839,0.511,0.536,0.314,0.643,0.755,False,False,True,False,True,690000,48.0,0.314,3.453,0.04310344827586207
warszawa,unknown,38.5,2.0,1.0,4.0,52.2823819,21.0653678,7.03,4.0,0.498,0.839,0.511,0.536,0.314,0.643,0.755,False,False,False,False,True,630000,52.0,0.314,3.453,0.05194805194805195
warszawa,blockOfFlats,47.68,2.0,3.0,3.0,52.2619443426024,21.035350700476,4.0,35.0,0.097,0.197,0.177,0.159,0.171,0.346,0.223,False,True,False,False,True,762880,67.0,0.097,1.024,0.04194630872483222
warszawa,apartmentBuilding,117.57,6.0,3.0,2.0,52.18443,21.03456,5.67,1.0,0.479,0.665,0.739,0.627,0.582,2.297,0.669,True,True,True,True,False,2890000,12.0,0.479,3.7609999999999997,0.05103342689461598
warszawa,blockOfFlats,54.5,3.0,5.0,9.0,52.241,20.9487,3.88,23.0,0.153,0.246,0.363,0.084,0.222,0.786,0.228,True,True,True,False,True,899000,60.0,0.084,1.296,0.05504587155963303
warszawa,blockOfFlats,41.5,2.0,3.0,10.0,52.2852,20.93156,7.71,15.0,0.133,1.001,0.259,0.391,0.247,1.03,0.345,False,True,True,False,True,735000,50.0,0.133,2.3759999999999994,0.04819277108433735
warszawa,unknown,42.77,2.0,3.0,7.0,52.21321,20.97038,3.06,28.0,0.221,0.054,0.205,0.166,0.074,0.306,0.151,False,False,False,False,True,755000,70.0,0.054,0.871,0.04676174888940846
warszawa,tenement,40.59,2.0,3.0,5.0,52.19533,21.01391,4.11,29.0,0.386,0.454,0.168,0.163,0.105,0.799,0.101,False,False,True,False,True,797000,67.0,0.101,1.377,0.049273220004927315
warszawa,blockOfFlats,51.0,2.0,2.0,8.0,52.3455754,20.9433973,13.31,11.0,0.05,2.221,0.614,0.062,0.345,3.589,0.298,False,False,True,True,False,629000,21.0,0.05,3.59,0.0392156862745098
warszawa,blockOfFlats,66.0,3.0,1.0,6.0,52.20550585,21.05273486,4.44,8.0,0.458,0.655,0.184,0.453,0.332,2.554,0.404,False,True,False,False,False,1490000,31.0,0.184,2.4859999999999998,0.045454545454545456
warszawa,blockOfFlats,36.54,2.0,4.0,10.0,52.2370502,20.90163501,6.97,20.0,0.114,0.461,0.219,0.137,0.27,2.809,0.226,False,True,True,False,True,580000,45.0,0.114,1.427,0.05473453749315818
warszawa,unknown,37.4,2.0,1.0,6.0,52.24304,21.07243,4.86,12.0,0.091,0.807,0.606,0.357,0.309,0.455,0.116,False,False,False,False,True,659000,60.0,0.091,2.286,0.053475935828877004
warszawa,blockOfFlats,31.72,2.0,1.0,7.0,52.1947988066541,20.923099734918,6.85,2.0,0.81,2.036,1.166,0.704,0.137,3.715,0.557,True,True,True,True,False,680000,11.0,0.137,5.41,0.06305170239596469
warszawa,blockOfFlats,57.0,3.0,9.0,10.0,52.1957303,20.96470642,4.8,11.0,0.369,0.931,0.434,0.27,0.058,2.127,0.474,False,True,True,False,True,810000,49.0,0.058,2.5359999999999996,0.05263157894736842
warszawa,apartmentBuilding,64.0,3.0,2.0,2.0,52.2210497250581,21.1491907685544,9.99,4.0,0.427,2.318,0.606,0.082,0.556,3.459,0.674,True,True,False,True,True,929000,5.0,0.082,4.663,0.046875
warszawa,blockOfFlats,53.0,2.0,3.0,6.0,52.24195,20.89847,7.25,15.0,0.688,0.125,0.679,0.224,0.084,2.881,0.081,False,True,True,True,False,899000,5.0,0.081,1.881,0.03773584905660377
warszawa,blockOfFlats,55.2,3.0,4.0,9.0,52.1437712,21.0579468,10.46,34.0,0.232,0.234,0.226,0.22,0.089,0.811,0.097,False,True,True,False,False,1047000,24.0,0.089,1.098,0.05434782608695652
warszawa,unknown,56.65,2.0,2.0,6.0,52.22076,21.01824,1.58,83.0,0.032,0.255,0.351,0.146,0.11,0.473,0.053,False,True,True,False,True,1249000,68.0,0.032,0.9470000000000001,0.035304501323918804
warszawa,unknown,45.96,3.0,8.0,10.0,52.22606,21.03793,2.42,21.0,0.149,1.238,0.695,0.173,0.273,1.021,0.173,False,False,True,False,True,849000,54.0,0.149,2.701,0.06527415143603132
warszawa,blockOfFlats,29.0,1.0,11.0,16.0,52.22359,21.09753,6.46,16.0,0.267,0.446,0.155,0.15,0.374,1.985,0.251,False,False,True,True,False,550000,16.0,0.15,1.6429999999999998,0.034482758620689655
warszawa,blockOfFlats,61.1,3.0,3.0,3.0,52.31589,20.95516,9.92,13.0,0.288,0.724,0.106,0.164,0.354,0.275,0.198,False,True,False,False,False,800000,36.0,0.106,1.834,0.049099836333878884
warszawa,unknown,47.0,2.0,6.0,7.0,52.3289879,21.0076793,10.82,0.0,0.548,2.659,0.702,0.914,1.398,4.086,1.465,False,False,True,True,False,610000,21.0,0.548,7.685999999999999,0.0425531914893617
warszawa,unknown,42.0,2.0,2.0,2.0,52.2933234,20.928664,8.54,10.0,0.384,0.756,0.882,0.356,0.402,1.927,0.246,False,False,True,False,False,650000,29.0,0.246,3.0260000000000002,0.047619047619047616
warszawa,tenement,50.12,2.0,5.0,6.0,52.2170382,21.0164525,1.85,40.0,0.182,0.233,0.254,0.16,0.105,0.546,0.129,False,False,True,False,True,1100000,74.0,0.105,1.0630000000000002,0.03990422984836393
warszawa,unknown,36.5,2.0,3.0,3.0,52.2808069,20.9400657,6.96,24.0,0.32,0.31,0.189,0.194,0.353,0.39,0.13,False,True,False,False,True,620000,29.0,0.13,1.496,0.0547945205479452
warszawa,unknown,36.42,2.0,3.0,5.0,52.2126673,20.96774327,3.23,23.0,0.112,0.197,0.379,0.355,0.076,0.249,0.252,True,False,True,False,False,677500,6.0,0.076,1.371,0.05491488193300384
warszawa,unknown,58.34,3.0,1.0,5.0,52.2126673,20.96774327,3.23,23.0,0.112,0.197,0.379,0.355,0.076,0.249,0.252,True,False,True,False,False,1079300,6.0,0.076,1.371,0.051422694549194375
warszawa,tenement,76.3,4.0,1.0,3.0,52.19693,21.02456,4.12,26.0,0.411,0.471,0.505,0.206,0.051,1.372,0.019,False,True,False,True,False,1297100,88.0,0.019,1.6629999999999998,0.05242463958060289
warszawa,blockOfFlats,55.96,3.0,3.0,3.0,52.2472991,20.9240457,5.68,14.0,0.547,0.364,0.434,0.261,0.431,1.119,0.479,True,True,True,False,True,1100000,9.0,0.261,2.516,0.053609721229449604
warszawa,apartmentBuilding,55.2,2.0,1.0,4.0,52.2923241,20.94023359,8.0,20.0,0.22,0.052,0.339,0.154,0.273,1.36,0.208,True,True,False,False,False,864000,24.0,0.052,1.246,0.036231884057971016
warszawa,apartmentBuilding,26.22,1.0,1.0,5.0,52.2770371,21.046392,5.82,18.0,0.35,0.852,0.554,0.201,0.105,0.948,0.11,True,True,True,True,False,590000,5.0,0.105,2.172,0.03813882532418002
warszawa,apartmentBuilding,82.0,4.0,4.0,10.0,52.1695888,20.9975349,6.92,16.0,0.323,0.415,0.086,0.235,0.077,2.547,0.548,True,True,True,True,False,1420000,1.0,0.077,1.684,0.04878048780487805
warszawa,blockOfFlats,48.0,3.0,3.0,4.0,52.2608246,20.9682856,4.03,33.0,0.238,0.099,0.303,0.095,0.236,0.546,0.39,True,True,False,False,True,895000,64.0,0.095,1.3609999999999998,0.0625
warszawa,apartmentBuilding,65.0,3.0,2.0,3.0,52.15535,21.08328,10.08,8.0,0.613,1.897,0.915,0.101,0.092,1.998,0.179,False,True,True,True,False,1625000,1.0,0.092,3.7969999999999997,0.046153846153846156
warszawa,unknown,65.0,2.0,5.0,6.0,52.23436,20.97931,1.68,41.0,0.198,0.359,0.717,0.264,0.095,1.326,0.255,False,True,True,True,False,1199000,25.0,0.095,1.888,0.03076923076923077
warszawa,unknown,50.7,3.0,8.0,10.0,52.2693286,20.9818745,4.44,41.0,0.12,0.128,0.078,0.046,0.125,0.75,0.181,False,True,True,False,False,689000,48.0,0.046,0.6779999999999999,0.05917159763313609
warszawa,apartmentBuilding,53.4,2.0,13.0,16.0,52.2328158,21.07642057,4.96,18.0,0.25,0.665,0.417,0.139,0.198,0.545,0.203,True,True,True,False,False,950000,18.0,0.139,1.872,0.03745318352059925
warszawa,apartmentBuilding,43.29,2.0,2.0,2.0,52.1616086,21.1246899,11.35,0.0,2.299,4.759,1.058,1.77,0.988,4.348,1.062,False,True,True,False,False,890000,8.0,0.988,11.935999999999998,0.0462000462000462
warszawa,unknown,33.0,2.0,3.0,4.0,52.24506,21.06735,4.59,19.0,0.288,0.395,0.414,0.232,0.166,0.682,0.197,False,False,False,False,True,699000,94.0,0.166,1.692,0.06060606060606061
warszawa,tenement,40.5,2.0,3.0,4.0,52.25147,21.00666,2.21,71.0,0.122,0.496,0.445,0.186,0.054,0.424,0.231,False,False,False,False,True,997000,68.0,0.054,1.534,0.04938271604938271
warszawa,blockOfFlats,59.67,3.0,1.0,6.0,52.2537179,20.91165874,6.72,4.0,0.592,0.672,0.913,0.412,0.325,2.137,0.139,True,True,True,False,False,899000,13.0,0.139,3.053,0.05027652086475616
warszawa,unknown,64.4,3.0,3.0,3.0,52.1378544,21.0291229,10.58,3.0,0.754,0.703,0.706,0.119,0.501,1.139,0.425,False,False,False,False,False,933000,38.0,0.119,3.2079999999999997,0.046583850931677016
warszawa,unknown,39.0,2.0,3.0,4.0,52.2823819,21.0653678,7.03,4.0,0.498,0.839,0.511,0.536,0.314,0.643,0.755,False,False,False,False,False,650000,29.0,0.314,3.453,0.05128205128205128
warszawa,blockOfFlats,79.5,3.0,1.0,3.0,52.2366422,21.12369143,8.2,10.0,0.285,1.191,0.742,0.181,0.312,1.052,0.234,True,True,False,False,True,985000,22.0,0.181,2.945,0.03773584905660377
warszawa,blockOfFlats,36.8,2.0,9.0,10.0,52.18353,21.05679,6.47,20.0,0.146,0.883,0.447,0.158,0.427,3.693,0.11,False,True,True,False,False,699000,44.0,0.11,2.171,0.05434782608695653
warszawa,blockOfFlats,51.9,4.0,2.0,4.0,52.29206,21.04151,7.19,23.0,0.441,0.22,0.466,0.332,0.202,2.29,0.197,False,True,False,False,True,720000,45.0,0.197,1.858,0.07707129094412332
warszawa,apartmentBuilding,43.44,2.0,3.0,6.0,52.22796,20.88892,7.82,13.0,0.448,1.222,0.895,0.096,0.088,3.823,0.494,False,False,True,False,False,780000,1.0,0.088,3.2430000000000003,0.04604051565377532
warszawa,blockOfFlats,57.8,2.0,5.0,5.0,52.24037,21.10819,7.19,23.0,0.376,0.634,0.496,0.11,0.361,0.098,0.443,False,True,True,False,False,899000,1.0,0.11,2.42,0.03460207612456748
warszawa,apartmentBuilding,82.04,3.0,8.0,15.0,52.2212322,20.9843187,1.75,31.0,0.098,0.354,0.104,0.393,0.048,1.051,0.073,False,False,True,False,False,1500000,20.0,0.048,1.07,0.036567528035104824
warszawa,blockOfFlats,48.0,2.0,8.0,10.0,52.1499087,21.0349049,9.34,17.0,0.284,0.485,0.424,0.274,0.14,0.635,0.248,True,True,True,False,True,728000,44.0,0.14,1.8549999999999998,0.041666666666666664
warszawa,blockOfFlats,42.0,2.0,2.0,10.0,52.181508,21.0528021,6.51,14.0,0.332,0.728,0.438,0.155,0.398,3.459,0.09,False,True,False,False,True,609000,48.0,0.09,2.141,0.047619047619047616
